DESTINATION_COUNTRY,BUYER_ADDRESS,BUYER_NAME,COUNTRY_ISO_CODE_2,CURRENCY,EXPORTER_ADDRESS,EXPORTER_NAME,EXP_DATE,FOB_VALUE,GROSS_WEIGHT,HS_CODE,INCOTERMS,NET_WEIGHT,PACKAGE_UNIT,PRODUCT_DESCRIPTION,QUANTITY_OF_PACKAGE,_id,HS_CODE_DESCRIPTION,initial_id
HONG KONG,,CISCO SYSTEMS INC,HK,USD,"U6 AND 7 9F WILCON IT HUB 2251 CHINO ROCES AVE BANGKAL NCR 4TH DIST., MAKATI CITY",WESTCON GROUP PHILIPPINES,2025-02-07T00:00:00Z,725.04,2.3,85176299,DAP,1.81,UNKNOWN,CVR QSFP SFP10G QSFP TO SFP10G ADAPTER QSFP TO SFP10G ADAPTER 8PCS 1CTN,,2bff161f-0e91-4c15-bae5-eb7b38403076,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3785
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-07T00:00:00Z,11493.12,381.4,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,63086dad-a367-4cb9-b27f-be915aedb185,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3786
UNITED STATES,"6176 EAST MOLLOY ROAD EAST SYRACUSE, NY 13057, UNITED STATES",PPC,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,3619.5,40.8,85176249,CPT,31.23,BOX,HIGH DENSITY FIBER PATCH PANELS,,e7d027f3-ad64-4f1b-ba94-4f367b9b17a1,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3787
MALAYSIA,,,MY,USD,"UNIT 1 2 3 ORIENT GOLDCREST BLDG., CPIP, BRGY. BATINO, CALAMBA",BAEK GEUM PHILIPPINES CORP,2025-02-07T00:00:00Z,1458,24,85176210,FOB,0,CARTON,TRANSCEIVERS ACCESSORIES WITHOUT BATTERIES,,e0e742c4-f2e7-4066-9145-b813970e88a0,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",3788
NEW ZEALAND,,,NZ,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,117.66,1,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,29180c7f-d85a-4038-a97d-b737b48674e4,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3789
MAURITIUS,,,MU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,2212.9,12,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,926928c3-35dc-4aa5-a3a6-f004e0a42e09,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3790
THAILAND,,,TH,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,412.5,3,85176299,CIP,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,23e0c1cb-e1d3-41c4-9633-27fcf95bdb5c,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3791
UNITED STATES,,,US,USD,"LOT 1 AND 5 PHASE 1 FILINVEST TECHNOLOGY PARK-SEZ BRGY. PUNTA,, CALAMBA CITY LAGUNA",SERCOMM PHILIPPINES INC,2025-02-07T00:00:00Z,166190.4,2296.2,85176241,FCA,0,PIECES,CABLE MODEM,,707f0b4d-75c0-4622-8204-0b7bcb896b0c,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3792
HONG KONG,,CISCO SYSTEMS INC,HK,USD,"U6 AND 7 9F WILCON IT HUB 2251 CHINO ROCES AVE BANGKAL NCR 4TH DIST., MAKATI CITY",WESTCON GROUP PHILIPPINES,2025-02-07T00:00:00Z,2900.16,9.1,85176299,DAP,7.23,UNKNOWN,SFP 10G SR S 10GBASE SR SFP MODULE ENTERPRISE CLASS 10GBASE SR SFP MODULE ENTERPRISE CLASS 16PCS 1CTN,,69fd4185-24c9-4884-a6af-7ab673aeaab3,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3793
AUSTRALIA,,,AU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,1780,12,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,9235ec9b-fcbd-472b-82e3-db7d2f88865d,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3794
INDONESIA,,,ID,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,100,6,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,0631a611-1d85-496e-9405-5bf3e2cdc8fe,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3795
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,480,38.5,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,fbaac1ce-2a47-4e1d-9b19-0f7ee4bd5613,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3796
INDIA,,,IN,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,4840,14,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,3824fddc-d5ca-4dbe-be8a-539f4662e896,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3797
CANADA,,,CA,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,10088.64,48,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,a0e2fa65-fbe9-4eaa-bb86-8da6bedf166b,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3798
GERMANY,FEHMARNSTR. 6 BUDELSDORF 24782 GERMANY,SCHNOOR INDUSTRIEELETRONIK GMBH AND CO KG,DE,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,1800,7.3,85176242,EXW,1.6,BOX,FUSE FIBER COUPLER SPLITTER,,59cc90aa-0566-437c-86dd-00eb4e283610,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,3799
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-07T00:00:00Z,191556.64,3853.6,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,dcfe7a04-0df6-47de-bf14-ba6490ead987,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3800
UNITED STATES,6176 EAST MOLLOY ROAD EAST SYRACUSE NY 13057 USA,PPC MOLLOY PLANT,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,905,5,85176249,FOB,4.3,BOX,HIGH DENSITY FIBER PATCH PANELS,,af971bbc-5cf9-4578-bbee-cb5e6c715093,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3801
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,57212.8,1526,85176299,DDP,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,aee28c9b-2b45-466b-8bff-350beedd368c,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3802
AUSTRALIA,,,AU,AUD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,1043.12,13,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,b5cae4a2-f613-426a-8387-cc53080c9c47,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3803
UNITED STATES,"2 N MACON ST REYNOLDS, GA 31076, UNITED STATES",CONEXON CONNECT FLINT ENERGIES PROJECT OFFICE FOR GUNN RD CABINET,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-07T00:00:00Z,10795.49,76.8,85176249,DDP,60.62,BOX,HIGH DENSITY FIBER PATCH PANELS,,ba31ec30-52c6-40ef-b776-c5f2a690da0f,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3804
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-07T00:00:00Z,1764,6,85176299,DDP,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,68c30bb6-00b2-4b71-9b63-ee0667f9fb96,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3805
NETHERLANDS,,,NL,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-07T00:00:00Z,16922.5,339.1,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,bfeefbf7-12fa-4dfd-8964-51d3b9397820,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3806
UNITED STATES,,,US,USD,"NENTS ASSEMBLY, INC./117 TECHNOLOGY AVE. LAGUNA TECHNOPARK-SEZ MALAMIG, BINAN, LAGUNA",GRUPPO EMS INC FORMERLY EMS,2025-02-07T00:00:00Z,53.42,0.4,85176210,EXW,0,PIECES,"PCB ASSEMBLY, UMG2, FINAL ASSEMBLY (FGS)",,26e63a00-edb4-4095-adcc-bd9a64895c77,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",3807
"TAIWAN, PROVINCE OF CHINA",,,TW,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,1435.94,6,85176249,CIF,0,PACKAGE,"OTHER1 PIECE CATALYST 1000 24PORT GE, FULL POE, 4X1G SFP",,5aa43ef5-059e-4774-8af5-cbabe71beef7,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3808
NEW ZEALAND,,,NZ,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,7448.15,9,85176249,DAP,0,PACKAGE,"OTHER1 PIECE ^CATALYST 2960-XR 48 GIGE POE 740W, 4 X 1G SFP, IP LITE",,444ce312-bf29-442f-b059-c906bc53b9c7,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3809
"TAIWAN, PROVINCE OF CHINA",,CISCO SYSTEM TAIWAN LIMITED,TW,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,1435.94,6,85176249,CIF,5,PACKAGE,"1 PIECE CATALYST 1000 24PORT GE, FULL POE, 4X1G SFP",,8410c637-0f22-4048-a387-b44bf160d605,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3810
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-06T00:00:00Z,16647.84,223.3,85176241,DDP,0,PIECES,CABLE MODEM,,a33f205e-f95b-4559-8b43-35861fd28fae,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3811
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-06T00:00:00Z,144660.48,2755.7,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,c4a13b37-60db-476a-9c49-5162bcd3d070,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3812
BRAZIL,,,BR,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-06T00:00:00Z,61705.42,163,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,49237f15-7b11-464c-87e3-9f9f7bdb9d71,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3813
HUNGARY,,CISCO INTERNATIONAL LIMITED MAGYAR,HU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,7729.36,4,85176249,DAP,3,PACKAGE,1 PIECE CISCO WEBEX CODEC PRO SPARE,,405ed862-13f8-4981-99f8-8f420f0afc62,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3814
SINGAPORE,,,SG,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,1993.9,4,85176249,DAP,0,PACKAGE,OTHER1 PIECE MERAKI MS210-48FP 1G L2 CLD-MNGD 48X GIGE 740W POE SWITCH,,31a1dc58-9155-4d7d-a46d-095e46e06ccd,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3815
AUSTRALIA,,CISCO SYSTEMS INC,AU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,2085.4,25,85176249,FCA,23,PACKAGE,2 PIECES ^CATALYST 4500E 9000W AC TRIPLE INPUT POWER SUPPLY (DATA + PO,,59f9c30e-3bf0-4888-92ec-ce8d78b8fc7f,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3816
AUSTRALIA,,CISCO SYSTEMS AUSTRALIA PTY LIMITED,AU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,280.13,3,85176259,DAP,2,PACKAGE,1 PIECE MERAKI MX68W ROUTER/SECURITY APPLIANCE WITH 802.11AC,,87b5836a-57b5-4a42-8517-843062c54b2c,SFP COPPER PATCH CBL 10G 5M PASSV W,3817
HUNGARY,,CISCO INTERNATIONAL LIMITED MAGYAR,HU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,1726.09,6,85176249,DAP,5,PACKAGE,"1 PIECE ^CATALYST 2960L 48 PORT GIGE WITH POE, 4 X 1G SFP, LAN LITE",,24639889-59ab-4bec-a8a8-d2971fd48a4e,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3818
"TANZANIA, UNITED REPUBLIC OF",,,TZ,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-06T00:00:00Z,726.9,6,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,cbaf2e2a-9cd3-4a28-9b4f-8a9b3c3da82f,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3819
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-06T00:00:00Z,34.65,1,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,b0aa8c18-43fb-4b9b-b608-194371934d9f,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3820
UNITED KINGDOM,,,UK,GBP,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-02-06T00:00:00Z,405.86,10,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,66495809-02e2-4f68-8860-c94576887677,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",3821
NEW ZEALAND,,CISCO SYSTEMS NEW ZEALAND,NZ,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,7448.15,9,85176249,DAP,8,PACKAGE,"1 PIECE ^CATALYST 2960-XR 48 GIGE POE 740W, 4 X 1G SFP, IP LITE",,46c30310-74a3-4af0-98a2-a6835441e91b,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3822
HUNGARY,,,HU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,7729.36,4,85176249,DAP,0,PACKAGE,OTHER1 PIECE CISCO WEBEX CODEC PRO SPARE,,7b09e19c-fe18-4cd2-8e30-1b38e73322ed,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3823
MEXICO,,,MX,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,1223.6,2.5,85176251,DAP,0,PACKAGE,WIRELESS LANS2 PIECES CISCO CATALYST 9130AX SERIES,,4cd7e4d5-c2b8-413f-a7e2-f469511eb577,ELPAP11 WIRELESS LAN UNIT,3824
MEXICO,,FLEXTRONICS MANUFACTURING MEX S A,MX,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,765.02,7,85176249,DAP,6,PACKAGE,"2 PIECES CISCO CATALYST 2960-CX 8 PORT POE, LAN BASE",,e5e12f27-689a-4499-afdc-c219761bf96d,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3825
JAPAN,,CISCO SYSTEMS G K,JP,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,20301.9,0.5,85176249,DAP,0.25,PACKAGE,"1 PIECE 100GBASE QSFP TRANSCEIVER, 40KM REACH OVER SMF, DUPLEX LC",,1beb68f9-f6ce-41eb-a88e-2d86ef09ac9e,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3826
UNITED STATES,"3640 WESTWIND BLVD., SANTA ROSA, CA 95403, UNITED STATES",COHERENT ADVANCED COATING CENTER INC,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-06T00:00:00Z,95.88,0.5,85176242,EXW,0.14,BOX,"GFF FILTER 1526 1564NM, BWDM FB,T 1525 1567,T ISO45,RISO15 LTP1 EXPRN 25 0055 FOR RETURN TO VENDOR",,ee41df11-298f-4386-b31c-dddb47178bb1,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,3827
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-06T00:00:00Z,45678,720.2,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,2fd4ae2c-b355-4a01-b0ff-f32612f39930,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",3828
MEXICO,,FLEXTRONICS MANUFACTURING MEX S A,MX,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,3403.07,16.5,85176251,DAP,15,PACKAGE,11 PIECES CISCO CATALYST 9115AX SERIES,,09c51178-c13d-4fe2-8a8d-94c1ec17d8fc,ELPAP11 WIRELESS LAN UNIT,3829
CHINA,,,CN,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-02-06T00:00:00Z,600,11.6,85176241,DDP,0,PIECES,CABLE MODEM,,3f846c6b-5f69-4ca1-af90-2e193b6bbce9,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,3830
UNITED STATES,210 W STEWART HUSTON DR SUITE 400 COATESVILLE PA 19320 UNITED STATES,CTDI VENDOR RECEIVING,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-02-06T00:00:00Z,4910,4.5,85176242,EXW,1.2,BOX,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,,7fc334fb-fbe7-4bf2-a1ab-0d0da391f5b5,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,3831
AUSTRALIA,,CISCO SYSTEMS AUSTRALIA PTY LIMITED,AU,USD,"C103 G/F STANFORD TOWER CONDOMINIUM,1870 M.H. DEL PILAR ST., MALATE, MANILA",BORDERTRADE MANAGEMENT INC,2025-02-06T00:00:00Z,972.4,2.5,85176249,DAP,2,PACKAGE,"1 PIECE ^UCS 2204XP I/O MODULE (4 EXTERNAL, 16 INTERNAL 10GB PORTS)",,0c137155-84e1-4faa-b72e-538d72b78d69,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,3832
